Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2020-06-30,287.9684143066406,289.6867618258457,283.7286609805707,283.8874030723538,113394800
2020-07-01,289.9855651855469,291.26499218565124,288.63146955691974,289.098404980476,72396500
2020-07-02,291.5824890136719,294.82302181709093,290.91010090029897,293.4595499347535,69344200
2020-07-06,296.0836486816406,296.6719916924348,294.69219067161276,295.448623542786,61713800
2020-07-07,293.030029296875,296.5226975746889,292.64713878254287,294.52422853587154,82910000
2020-07-08,295.271240234375,295.3833001619314,292.02138833734847,293.80505635007563,54638600
2020-07-09,293.5903015136719,296.1304311850912,290.13496821449627,295.8876156615187,83354200
2020-07-10,296.5880126953125,296.85884319688637,292.0774294422769,293.5249177275487,57550400
2020-07-13,294.0198059082031,301.3693627109247,293.3567657854529,298.95998918771704,102997500
2020-07-14,297.83001708984375,298.6144649549385,291.3676201543467,292.5816405052025,93657000
2020-07-15,300.5662841796875,301.67759256929554,298.15688186460716,301.08924948074167,87196500
2020-07-16,299.576416015625,300.0340035787868,297.9888242870818,298.64254523400535,54622500
2020-07-17,300.4449157714844,301.2387116536397,298.5958413224082,300.5943385198469,62774900
2020-07-20,302.8729553222656,303.6293883169463,299.41762229758507,300.17405529226573,56308800
2020-07-21,303.51739501953125,305.3104112155336,302.5181463012136,304.8621714162723,57292200
2020-07-22,305.2449645996094,305.5625057184736,303.04104341813326,303.1531033426866,57792900
2020-07-23,301.60284423828125,305.5904899828073,300.22073397508416,304.8807391993476,75738000
2020-07-24,299.6604919433594,300.6970749383659,298.1382778520449,299.72586974470505,73766600
2020-07-27,301.845703125,302.02314084638215,299.5577084015818,300.3608520614389,48293000
2020-07-28,299.9313049316406,302.2379670057291,299.6324594282381,301.10796278963994,57495000
2020-07-29,303.6201171875,304.1897932838839,300.78114153382637,300.818504351494,48454200
2020-07-30,302.5367736816406,302.95702693767106,298.5024735213327,300.6130021308088,61861700
2020-07-31,304.9275207519531,305.0302613722801,300.0807284255932,304.3485253448622,84986800
2020-08-03,307.04730224609375,307.82240225306316,306.05740175552216,306.6083819531447,53077900
2020-08-04,308.2333679199219,308.2333679199219,306.17884093375534,306.17884093375534,41917900
2020-08-05,310.1478576660156,310.4093688832034,309.27936454999775,309.5501950967431,42697700
2020-08-06,312.22100830078125,312.3424160632494,309.23263887610466,309.5594993521016,43679400
2020-08-07,312.44512939453125,312.7346270338488,310.32522464920777,311.24042820221075,57308300
2020-08-10,313.3790283203125,313.56578537891374,310.94161073495115,312.9027450968508,44282100
2020-08-11,310.7922058105469,315.21877299541023,310.0544683626334,314.5743998324138,69601100
2020-08-12,315.1253356933594,315.90978367238915,313.2295792858359,313.25759426724863,53774400
2020-08-13,314.5557556152344,315.8818649717389,313.6218846175352,314.3503028557613,41816100
2020-08-14,314.5650329589844,315.1066939759868,313.4257094571057,314.1634753598281,47260400
2020-08-17,315.5642395019531,315.96579704761257,314.5743388780401,315.59225448189517,35481000
2020-08-18,316.24603271484375,316.6756053183714,314.3502475634696,315.965854365127,38733900
2020-08-19,314.92926025390625,317.15184881912415,314.35958424598005,316.6288834508993,68054200
2020-08-20,315.9098205566406,316.39542312431615,313.0521781210031,313.18290521636834,42207800
2020-08-21,317.0304870605469,317.2546069451687,315.2280946567905,315.57365081155143,55106600
2020-08-24,320.2430419921875,320.3177391291811,317.0025086225341,319.4959281248513,48588700
2020-08-25,321.3636169433594,321.447661895895,319.6359502537484,320.8126365881978,38463400
2020-08-26,324.58551025390625,324.85631229086107,321.4103549456374,321.9613353477051,50790200
2020-08-27,325.2951965332031,326.76138049891904,323.6142405275689,325.46331493334617,58034100
2020-08-28,327.39642333984375,327.52717893591137,325.127124060751,326.3318254124016,48588900
2020-08-31,326.2103576660156,328.0687511578837,325.9768900012294,327.18159113137835,66099200
2020-09-01,329.2828063964844,329.3855184912039,326.14498610216896,327.0508417988004,54908700
2020-09-02,334.0456237792969,335.0261767994066,330.0579768987018,331.21599616470536,69540000
2020-09-03,322.54962158203125,332.8128516725017,319.9347664669842,332.3365684855864,148011100
2020-09-04,319.9161376953125,324.82827889102447,312.7253208905337,323.24071557662177,139156300
2020-09-08,311.1750793457031,319.981502594332,310.86691452339585,314.44362712529994,114465300
2020-09-09,317.3199157714844,319.8133344443588,314.350185448367,315.2280261382959,91462300
2020-09-10,311.8101501464844,319.8787794283248,310.8389164877385,319.21573910816505,90569500
2020-09-11,311.9688720703125,314.68643947384305,309.1112297489658,313.6124937712869,84680200
2020-09-14,316.0779113769531,317.8709559003101,312.11830819969606,315.1720555369324,65605700
2020-09-15,317.6748352050781,319.4024733454134,316.08724348212337,318.5619953448092,52920900
2020-09-16,316.41412353515625,320.3737267604865,316.13394518463355,318.9262383642859,82096000
2020-09-17,313.63116455078125,315.3681790501936,310.9696270836264,311.5019402769524,91523300
2020-09-18,310.0204772949219,314.55850240448314,307.5076914977665,314.4459938782765,105877900
2020-09-21,306.5700378417969,306.7200587261733,301.6569754860896,305.3792846273536,99450800
2020-09-22,309.6922607421875,310.2548319002989,305.5292742311441,308.0702153827949,63612100
2020-09-23,302.5101623535156,310.5360925965994,302.0038455137566,310.2547927462648,93112200
2020-09-24,303.3164978027344,306.4105959175877,299.8473332139737,301.1787505238137,76681300
2020-09-25,308.2201843261719,309.01712900117843,301.57254065171765,302.45386669418775,71069400
2020-09-28,313.339599609375,314.06154834358307,311.42686895915875,312.4301176024469,64584600
2020-09-29,311.633056640625,313.8833122138351,310.9298499856498,313.1332365606157,51304000
2020-09-30,313.9959411621094,317.1838065411138,312.11133761916705,312.3082275283585,104081100
2020-10-01,316.0116882324219,317.6056060760855,314.10834345111573,316.6211282495153,88698700
2020-10-02,313.0114440917969,315.98367777167397,310.5267854964455,311.00497533286523,89431100
2020-10-05,318.56207275390625,318.7495774032879,315.046038675466,315.09290768442173,45713100
2020-10-06,314.033447265625,320.8217574341067,313.5177736432057,318.70275145353384,90128900
2020-10-07,319.49969482421875,320.3154101853938,316.99626586867777,317.02439299790586,56999600
2020-10-08,322.3312072753906,322.3968467698745,320.53098548138246,321.4592378094349,45242500
2020-10-09,325.209716796875,325.67852133929125,323.37201100239963,324.0001930656447,59528600
2020-10-12,330.4415588378906,331.9323538308198,327.2818208390196,327.7787525033293,80388500
2020-10-13,328.28509521484375,330.47909718518025,327.3099736901741,330.3009491581667,73255500
2020-10-14,326.2222595214844,329.9726951423131,325.4815690881289,328.8663235014214,57727900
2020-10-15,325.81915283203125,326.3066992490572,321.7218057616366,322.2656064339518,60357700
2020-10-16,325.6222839355469,328.86640352516724,325.44413591112414,327.1880751646604,89501900
2020-10-19,320.67169189453125,327.5349686413807,319.7622099387376,326.8974013316751,68425600
2020-10-20,321.9561767578125,325.23780819420585,321.2623552675985,322.0311728863943,60051900
2020-10-21,321.3468017578125,324.10337501204015,321.03737470751855,321.90934437005393,63575000
2020-10-22,323.10943603515625,323.70013430577444,319.3965122658435,321.56238684907237,55399300
2020-10-23,324.2064514160156,324.4033413018358,321.7217931926183,324.3470870487443,49143900
2020-10-26,318.215087890625,321.5811002978322,314.68028414064196,320.78412703620586,91473000
2020-10-27,317.1180725097656,318.8995236364253,316.90241216922635,318.5619981784179,65994100
2020-10-28,306.2793884277344,317.1462743349563,305.782456755137,311.3799841606688,127094300
2020-10-29,309.3921813964844,312.5987876686315,304.80726034439215,306.5137153339368,90597700
2020-10-30,306.1668395996094,309.12030211816017,302.4726579865341,307.7982700432069,120287300
2020-11-02,309.59857177734375,311.62378248570985,306.82322792124074,309.59857177734375,86068300
2020-11-03,315.0647277832031,317.14622075353344,309.68286167826824,312.8707263193772,93294200
2020-11-04,322.106201171875,326.23167501458374,318.40263420749625,319.59338732663514,126959700
2020-11-05,328.38818359375,330.2165326815401,327.09427853021333,327.45057454638226,82039700
2020-11-06,328.3131408691406,329.57891862617254,325.95973333788027,328.09748051796964,74973000
2020-11-09,332.43865966796875,341.64598732836964,331.96985514693273,341.26156418749326,172304200
2020-11-10,331.95111083984375,333.0199702609409,328.6413520900718,331.4354087023405,85552000
2020-11-11,334.4170227050781,335.2514798562035,332.90745729953267,334.16384995628147,58649000
2020-11-12,331.1728820800781,334.463898977484,329.344561614286,333.39501093391186,67546200
2020-11-13,335.7578125,336.50788830791896,332.57930402945476,333.1043628177096,62892200
2020-11-16,339.9488830566406,340.14577292387503,337.1547980914359,338.45808826332853,74541100
2020-11-17,338.12060546875,339.33951452602435,335.9828577615732,337.511165246893,66111000
2020-11-18,334.0513916015625,338.94571257919876,334.01387922322834,338.3925266064036,70591300
2020-11-19,335.457763671875,335.832801567942,332.0542382532911,333.413782816786,59940900
2020-11-20,333.1606140136719,335.40151339696433,333.08561787899174,335.1952382596468,70417300
2020-11-23,335.15771484375,336.4328779997635,332.7293108969822,334.98895208611134,63230600
2020-11-24,340.558349609375,341.1115354979063,336.8735530256435,337.73613730101016,62415900
2020-11-25,340.0333251953125,340.50212975297217,338.92695330649,340.47400262405495,45330900
2020-11-27,340.9803161621094,341.4584773489395,339.95829705665795,341.139693686533,28514100
2020-11-30,339.470703125,340.4645663491977,336.76102806689266,340.1926517347119,83872700
2020-12-01,343.18359375,344.7400279325593,342.16160349908597,342.7616869199267,74231400
2020-12-02,343.9056396484375,344.0650171671395,341.4772355847529,342.0585486314227,45927000
2020-12-03,343.8118896484375,345.21830332494636,342.6961325093224,343.80250440092175,62882000
2020-12-04,346.7747497558594,346.7747497558594,344.3088331138606,344.4025997515472,50749900
2020-12-07,346.0621337890625,346.5590654596277,344.77761392063326,345.9964942858509,48944300
2020-12-08,347.0747375488281,347.64666530667586,344.7307150391781,344.77758404394865,42458900
2020-12-09,343.9618835449219,347.89982436194026,343.1180411279578,347.74044684803806,74098300
2020-12-10,343.849365234375,344.9088393885953,341.69284732633156,342.57420209172693,57735400
2020-12-11,343.4461364746094,343.85868668912315,340.59582595521886,342.1334897073172,57698600
2020-12-14,341.9084777832031,346.7277728316405,341.7303297964102,345.64017164661016,69216200
2020-12-15,346.5309143066406,346.5309143066406,343.0899052264503,344.47754826352815,63865300
2020-12-16,347.0747375488281,348.00296130631165,345.8558286756765,346.7465686747659,58420500
2020-12-17,349.015625,349.22190016000127,347.8998678091151,348.7343536970714,64119500
2020-12-18,347.62200927734375,349.4769737830207,345.5881373775512,349.30749164191985,136542300
2020-12-21,346.3790588378906,356.36008500006665,340.88951025323286,343.6578333087078,96386700
2020-12-22,345.7952575683594,346.82160430191885,344.65592275191625,346.70861621903515,47949000
2020-12-23,346.10601806640625,348.036298279621,345.7764503204724,346.77455007522576,46201400
2020-12-24,347.4525451660156,347.4807921909982,345.9930676493673,346.5862551740015,26457900
2020-12-28,350.4373779296875,350.83283620010246,349.4016059955859,350.0324656721365,39000400
2020-12-29,349.7688293457031,352.16051576072005,349.17561318403733,351.9816083870264,53680500
2020-12-30,350.2679443359375,351.31314175218836,349.87248597829733,350.59751212432394,49455300
2020-12-31,352.04754638671875,352.7819976888743,349.55229700987786,350.07016865459974,78520700
2021-01-04,347.2547607421875,353.525857910337,343.51658510808943,353.39401932437477,110210800
2021-01-05,349.6465148925781,350.7482064665906,346.5580486132466,346.605146150736,66426200
2021-01-06,351.7367858886719,354.96651516984235,347.5654796747543,348.12102357077157,107997700
2021-01-07,356.9627685546875,357.71604170897524,353.9590437199544,354.1379511228153,68766800
2021-01-08,358.9966735839844,359.2132245496136,355.07958960312703,358.3657849891876,71677200
2021-01-11,356.5767517089844,358.3563719731017,355.6633928080306,355.7858061765397,51034700
2021-01-12,356.6520690917969,357.6784161110617,354.38279534376744,356.7650859416658,52547700
2021-01-13,357.6125183105469,358.620014800048,355.78580053759146,356.57674605750015,45303600
2021-01-14,356.360107421875,358.87420744144924,356.02114314176737,358.3657322857605,49989100
2021-01-15,353.7613525390625,355.5315475153075,351.8781407155605,354.72178022425703,107160000
2021-01-19,356.5390319824219,357.0851794407068,354.7499867017022,356.2471364819874,51233300
2021-01-20,361.47308349609375,362.3205230138624,358.45993328232737,358.855391647372,61836100
2021-01-21,361.8026123046875,362.4711731287289,360.8704317351051,362.0380137604834,47840100
2021-01-22,360.52203369140625,361.69904094267855,359.5427556123997,359.92881743908043,52860500
2021-01-25,361.94378662109375,362.3015726075421,356.36004363204023,361.26582944670815,70402000
2021-01-26,361.3788146972656,363.3185198991449,361.14341330154707,362.90421114383844,42665300
2021-01-27,352.5466003417969,358.11149358371074,350.2867523655921,358.017327264801,123351100
2021-01-28,355.57861328125,359.6275068457977,353.9402283365633,354.38275548943574,94198100
2021-01-29,348.4600524902344,354.6746562888395,346.76514487123615,353.695378246898,126765100
2021-02-01,354.2603454589844,355.30551405961796,348.7519460154218,351.89690580581953,75817600
2021-02-02,359.2696228027344,360.8421168754722,354.3450436639899,357.4805778221123,64450700
2021-02-03,359.5522155761719,361.2941922233273,358.2622201019286,360.10775960414,52427100
2021-02-04,363.63873291015625,363.6858017042245,359.665155429966,360.59733594252646,47142600
2021-02-05,365.0699157714844,365.785545255473,363.5916167510943,365.5313220766725,48669800
2021-02-08,367.7064514160156,367.75352020684556,365.67257965401774,366.5388408068623,38365200
2021-02-09,367.46160888671875,368.06425030228803,366.44468741735096,366.85896747114947,35551100
2021-02-10,367.30157470703125,369.3731189436838,364.8722444072554,369.2224585686974,59154400
2021-02-11,367.894775390625,368.817559372557,365.4371981704727,368.3938252898625,42913300
2021-02-12,369.71209716796875,369.9568951239326,367.009664515237,367.08500906747753,50593300
2021-02-16,369.39190673828125,371.1527335452402,368.6668806899045,370.95497565752555,50972400
2021-02-17,369.47662353515625,369.7308466943578,366.59528405326415,367.6216594121837,52290600
2021-02-18,367.90423583984375,368.6575090194451,365.0982400850984,366.84021664039767,59712800
2021-02-19,367.25445556640625,369.46723462141614,366.80247450340704,369.1753391647472,83241000
2021-02-22,364.4296875,366.868443046135,364.1566137751426,364.45793452425914,67414200
2021-02-23,364.87225341796875,366.23759334432503,357.9985424606935,362.19809635085926,107284100
2021-02-24,368.8928527832031,369.32601209247883,362.7724157657389,363.77051550359107,72433900
2021-02-25,360.0041198730469,368.99647217971085,358.5446424299502,367.6123105542624,146670500
2021-02-26,358.149169921875,363.06435336962386,356.14357369660837,361.9061966211011,152701600
2021-03-01,366.8307800292969,368.092557106135,358.34693119329995,363.0737820303415,105348800
2021-03-02,363.96826171875,367.2921285660822,363.45978661380974,367.05672714988157,79595300
2021-03-03,359.1473388671875,364.24140155346413,359.04374727460186,363.26215209656164,119940200
2021-03-04,354.7029113769531,361.5766221262885,350.16436458811205,358.95895918844116,183433000
2021-03-05,361.22821044921875,362.29222952077686,350.87997268186695,358.24330764436576,152039600
2021-03-08,359.4297790527344,365.04174176101367,359.1473087975723,362.19810249544065,123149200
2021-03-09,364.5614929199219,367.14148335251303,362.8100913686878,363.31856649459775,113633600
2021-03-10,366.8307800292969,368.54450950569117,365.5031411200717,366.93437161121443,109899400
2021-03-11,370.55010986328125,372.54630945675626,368.86462752385484,369.32603388178114,86245000
2021-03-12,371.04913330078125,371.1903684061859,368.3561548393164,369.1753471861882,64653600
2021-03-15,373.2618713378906,373.5255197508145,369.13763430067087,371.3033156400086,73427200
2021-03-16,372.79107666015625,374.5989433208257,372.0095279200207,373.8833426047585,73722500
2021-03-17,374.06231689453125,374.872084062615,370.3335373606462,371.4917228010157,97959300
2021-03-18,368.619873046875,373.5538785663283,367.9324904231106,371.44469063169737,115349100
2021-03-19,367.9377746582031,369.91217277855816,365.73663139341363,368.3156447927361,113624500
2021-03-22,370.875732421875,372.2738835812704,368.4006499768492,368.4573290534802,73778600
2021-03-23,367.9566345214844,371.6975976242941,367.1630986408666,370.2333401355902,90686600
2021-03-24,366.0862121582031,371.02695061250546,366.03898919603114,369.3737433214249,97588600
2021-03-25,368.14556884765625,368.94853198799444,362.6663515692931,364.6313221896855,116128600
2021-03-26,374.0782775878906,374.4844872829987,368.70299031657015,369.30757679748655,114409100
2021-03-29,373.8892517089844,374.8056017814592,371.08352242148015,372.58557543787185,108107600
2021-03-30,372.89739990234375,373.57757768374887,371.28195965297925,372.60454838267634,76262200
2021-03-31,374.4087829589844,375.9864271347656,373.4452100319311,373.4735495642081,112734200
2021-04-01,378.4521789550781,378.5088868681517,376.1565895873112,376.3644225030954,99682900
2021-04-05,383.8841247558594,384.4320609722796,381.0689676654142,381.1445301626907,91684800
2021-04-06,383.6573486328125,384.7153964076281,382.97717094476826,383.3172742036102,62021000
2021-04-07,384.1014099121094,384.45094051407284,383.02447856632034,383.4873673278781,55836300
2021-04-08,385.9246826171875,385.98136170115106,384.4226292328612,385.3673190717819,57863100
2021-04-09,388.73040771484375,388.9004737942467,385.6790780243864,385.80189231464857,61104600
2021-04-12,388.8721008300781,389.14604009903877,387.5117452896472,388.1257878585371,56704900
2021-04-13,390.0245666503906,390.65752141974065,388.3808158360313,388.76814206359757,56551000
2021-04-14,388.692626953125,391.0637787299544,388.14469072845515,389.9962746508702,61659900
2021-04-15,392.86810302734375,393.14207111410866,390.8086863894439,390.8559093428397,60229800
2021-04-16,394.1812438964844,394.79528645183314,392.7358697703559,394.17178777374835,82037300
